FileName,psnr,ssim,fd
2663.h5,20.757691238591068,0.768053,1.626115914547541
2664.h5,20.13169754911025,0.6707727,1.709044542516982
2665.h5,19.356813012353232,0.60657567,1.3083794638938522
2666.h5,21.769583024559612,0.7287446,1.542083424731259
2667.h5,18.68884054247023,0.47546917,1.940557435425966
2668.h5,24.36692237957102,0.8562896,1.1004061656167923
2669.h5,18.697439749846566,0.6179327,1.3528705646878438
2670.h5,17.90092218431349,0.77604103,1.264216086442321
2671.h5,20.375245771967457,0.7491281,1.2785526901561295
2672.h5,17.62674718383866,0.4272132,1.7754690496276104
2673.h5,18.409268789742445,0.6236677,2.0511968615946827
2674.h5,16.121347280418178,0.5589682,2.296154975315547
2675.h5,17.968193275670586,0.63831884,1.5046539858935781
2676.h5,21.051878649435686,0.7130582,1.7179914363399766
2677.h5,17.313077253823668,0.68605715,1.595342017584608
2678.h5,20.44647808920834,0.72980696,1.8425297239676945
2679.h5,18.372648858191486,0.53758,2.215384835125432
2680.h5,14.667546085086894,0.26696318,3.3345875121194273
2681.h5,16.613029656768322,0.38542563,2.50927773496768
2682.h5,22.337730993307478,0.7784313,1.4943639403919737
2683.h5,22.03860708548124,0.7038121,1.4406994698341697
2684.h5,16.01965414298561,0.30550694,2.449472616666328
2685.h5,22.7042291460636,0.8227722,1.1342466518881713
2686.h5,17.71121896841099,0.7290156,1.4764904625078246
2687.h5,16.546477698182812,0.5913989,2.0930954530667827
2688.h5,17.336237194845165,0.5687374,2.1064639953560462
2689.h5,20.44757109031204,0.8002115,1.578355335585159
2690.h5,18.22168874391547,0.7465446,1.597616617637789
2691.h5,20.351055070510128,0.5477292,1.4785489227580233
2692.h5,16.964030935761404,0.60912776,2.146323068849179
2693.h5,14.142556703776217,0.49991915,1.517229758849734
2694.h5,17.017126592134485,0.5692969,2.4710104665340453
2695.h5,19.468344653803833,0.58903486,2.1833439586209935
2696.h5,19.092722771381393,0.6846664,1.5199930199428293
2697.h5,16.625315275678616,0.54243153,2.251630243762568
2698.h5,19.05180767067232,0.6740458,1.6653549556438547
2699.h5,18.65203198883364,0.5682483,2.2510521542797437
2700.h5,19.591951866500338,0.6959896,1.8768732366481278
2701.h5,22.78408897858867,0.7753961,1.3607972481582467
2702.h5,19.233603686681228,0.59465253,1.7006960524561503
2703.h5,21.501318809534602,0.79482317,1.276037419197355
2704.h5,15.583811924501612,0.3180279,3.180443227508425
2705.h5,17.300409331061267,0.6879616,1.5950934969530166
2706.h5,20.28370665133041,0.6553651,1.8167430479726383
2707.h5,19.277699988939357,0.55896,1.9322618345657872
2708.h5,20.20219775143049,0.645242,1.7899414902997857
2709.h5,19.23155673548586,0.49873292,1.6788141577577622
2710.h5,21.985585761324174,0.77151513,1.4444221837340327
2711.h5,20.657521885114143,0.7230398,1.4805187056210458
2712.h5,20.38105193433282,0.61184144,1.6736005284118012
2713.h5,21.065803617788905,0.6067592,1.350172263926359
2714.h5,23.694776098432104,0.733686,1.1217557202062112
2715.h5,17.24492514760559,0.53570956,2.3957911261259413
2716.h5,17.628028833506736,0.69208866,1.7065643165848343
2717.h5,19.645783807211146,0.69845814,1.9141254912740515
2718.h5,18.0654558593717,0.6505858,2.102604907157432
2719.h5,22.393788674233225,0.7872261,1.2289028255204824
2720.h5,19.397397676555276,0.5621005,2.081950704432548
